VENUE,CONFERENCE,YEAR,TITLE,DOI,TYPE ,CONF/JOUR,Keyword,abstract,usefull,AUTHORS,SCOPE,domain,disciplina,disciplina di visualizzazione,ATTACK THE FILTERING PROBLEM?,NAME,Multi windows system,fs1,fs2,fm,fc,fs2,tot_filtri,filter 1 to 1 or 1 to n,dm1,dm2,dm3,dm4,tot_manip,Spatial_distibution,summary of the filter actions. it is always visualized,"level of relations among filters (AND, OR, NOT)",presence of feedback ( like the currrent selection is connected to the filter.) ,presence of guidance,feedback level on filters,presence_feed,presence_guid,Representation ,filter1,filter2,feed1,feed2,act1,act2,guidance level on filters,guidance level on principal overview (visualization overview),guid1,guid2,Presence,rep1,rep2,layout,figures used,NOTES
,VIS,2021,Loon: Using Exemplars to Visualize Large-Scale Microscopy Data,https://doi.org/10.1109/TVCG.2021.3114766,system paper,CONF,,,,"Devin Lange, Eddie Polanco, Robert Judson-Torres, Thomas Zangle, Alexander Lex",in scope,biology,,,no,,unique window,4,,,,,4,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 1,
,VIS,2021,Scope2Screen: Focus+Context Techniques for Pathology Tumor Assessment in Multivariate Image Data,https://doi.org/10.1109/TVCG.2021.3114786,system paper,CONF,,,,"Jared Jessup, Robert Krueger, Simon Warchol, John Hoffer, Jeremy Muhlich, Cecily C. Ritch, Giorgio Gaglia, Shannon Coy, Yu-An Chen, Jia-Ren Lin, Sandro Santagata, Peter K. Sorger, Hanspeter Pfister",in scope,biology,,,no,,unique window,3,3,,,1,7,,4,,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 1,
,VIS,2021,ThreadStates: State-based Visual Analysis of Disease Progression,https://doi.org/10.1109/TVCG.2021.3114840,system paper,CONF,,,,"Qianwen Wang, Tali Mazor, Theresa A Harbig, Ethan Cerami, Nils Gehlenborg",in scope,healthcare,,,no,,multi windows,3,,,,,3,,3,1,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,
,VIS,2021,COVID-view: Diagnosis of COVID-19 using Chest CT,https://doi.org/10.1109/TVCG.2021.3114851,system paper,CONF,,,,"Shreeraj Jadhav, Gaofeng Deng, Marlene Zawin, Arie E. Kaufman",in scope,healthcare,,,no,,unique window,5,5,3,,,13,,2,2,,,4,unified,list,customizable,no,no,none,yes,no,,,,,,,,none,no,,,no,,,17%,Fig. 5,
,VIS,2021,embComp: Visual Interactive Comparison of Vector Embeddings,https://doi.org/10.1109/TVCG.2020.3045918,system paper,CONF,,,,"Florian Heimerl, Christoph Kralj, Torsten Moller and Michael Gleicher",in scope,agnostic,ml,,no,,unique window,5,,,,1,6,,3,,,,3,distributed compact,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2021,FairRankVis: A Visual Analytics Framework for Exploring Algorithmic Fairness in Graph Mining Models,https://doi.org/10.1109/TVCG.2021.3114850,system paper,CONF,,,,"Tiankai Xie, Yuxin Ma, Jian Kang, Hanghang Tong, Ross Maciejewski",in scope,agnostic,graph/network analysis,,no,,unique window,8,3,,,1,12,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 1,
,VIS,2021,Visually Connecting Historical Figures Through Event Knowledge Graphs,https://doi.org/10.1109/VIS49827.2021.9623313,system paper,CONF,,,,"Shahid Latif, Shivam Agarwal, Simon Gottschalk, Carina Chrosch, Felix Feit, Johannes Jahn, Tobias Braun, Yanick Christian Tchenko, Elena Demidova, Fabian Beck",in scope,,,,no,,unique window,,,,,1,1,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig. 1,
,VIS,2021,ConVIScope: Visual Analytics for Exploring Patient Conversations,https://doi.org/10.1109/VIS49827.2021.9623269,system paper,CONF,,,,"Raymond Li, Enamul Hoque, Giuseppe Carenini, Richard Lester, Raymond Chau",in scope,healthcare,,,no,,unique window,7,,,12,,19,,2,,,,2,unified,list,customizable,yes,no,high,yes,yes,simple,bar chart,,data distribution,,click,,none,no,,,no,,,30%,"Fig. 1, 3",cross-filter
,VIS,2021,Inspecting the Process of Bank Credit Rating via Visual Analytics,https://doi.org/10.1109/VIS49827.2021.9623312,system paper,CONF,,,,"Qiangqiang Liu, Quan Li, Zhihua Zhu, Tangzhi Ye, Xiaojuan Ma",in scope,finance,,,no,,unique window,,,,,,0,,1,5,,,6,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2021,Where and Why is My Bot Failing? A Visual Analytics Approach for Investigating Failures in Chatbot Conversation Flows,https://doi.org/10.1109/VIS49827.2021.9623295,system paper,CONF,,,,"Avi Yaeli, Sergey Zeltyn",in scope,agnostic,,,no,,multi windows,16,1,,,,17,,2,,,,2,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,"Fig. 2, 3",
,VIS,2021,A Visual Analytics System for Water Distribution System Optimization,https://doi.org/10.1109/VIS49827.2021.9623272,system paper,CONF,,,,"Yiran Li, Erin Musabandesu, Takanori Fujiwara, Frank J. Loge, Kwan-Liu Ma",in scope,,,,no,,unique window,,1,,,,1,,2,1,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig. 1,
,VIS,2021,Improving Visualization Interpretation Using Counterfactuals,https://doi.org/10.1109/TVCG.2021.3114779,system paper,CONF,,,,"Smiti Kaul, David Borland, Nan Cao, David Gotz",in scope,agnostic,,,no,,unique window,1,,,,1,2,,2,1,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2021,Understanding Missing Links in Bipartite Networks With MissBiN,https://doi.org/10.1109/TVCG.2020.3032984,system paper,CONF,,,,"Jian Zhao, Maoyuan Sun, Francine Chen, and Patrick Chiu",in scope,agnostic,graph/network analysis,,no,,unique window,2,1,,,2,5,,3,,,,3,distributed compact,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,Fig. 4,
,VIS,2021,EVis: Visually Analyzing Environmentally Driven Events,https://doi.org/10.1109/TVCG.2021.3114867,system paper,CONF,,,,"Tinghao Feng, Jing Yang, Martha-Cary Eppes, Zhaocong Yang, Faye Moser",in scope,environmental,,,no,,unique window,5,4,,,,9,,2,2,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2021,Lumos: Increasing Awareness of Analytic Behavior during Visual Data Analysis,https://doi.org/10.1109/TVCG.2021.3114827,system paper,CONF,,,,"Arpit Narechania, Adam Coscia, Emily Wall, Alex Endert",in scope,agnostic,visualization,,no,,unique window,11,2,,,,13,,3,1,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,45%,Fig. 1,
,VIS,2021,Interactive Visual Pattern Search on Graph Data via Graph Representation Learning,https://doi.org/10.1109/TVCG.2021.3114857,system paper,CONF,,,,"Huan Song, Zeng Dai, Panpan Xu, Liu Ren",in scope,agnostic,deep learning,,no,,unique window,3,,1,1,,5,,4,,,,4,distributed compact,absent,absent,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,click,,none,no,,,no,,,25%,Fig. 1,
,VIS,2021,Interactive Graph Construction for Graph-Based Semi-Supervised Learning,https://doi.org/10.1109/TVCG.2021.3084694,system paper,CONF,,,,"Changjian Chen, Zhaowei Wang, Jing Wu, Xiting Wang, Lan-Zhe Guo, Yu-Feng Li , and Shixia Liu",in scope,agnostic,ML,,no,,unique window,,2,,5,,7,,3,,,,3,unified,list,default,yes,no,medium,yes,yes,simple,slider,checkbox,data distribution,,drag,click,none,no,,,no,,,25%,Fig. 1,Scented Widgets. DEMO: http://datalinker.thuvis.org/
,VIS,2021,Sequen-C: A Multilevel Overview of Temporal Event Sequences,https://doi.org/10.1109/TVCG.2021.3114868,system paper,CONF,,,,"Jessica Magallanes, Tony Stone, Paul D Morris, Suzanne Mason, Steven Wood, and Maria-Cruz Villa-Uriol",in scope,agnostic,visualization,,no,,unique window,4,2,,,,6,,2,,,,2,unified,relations,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 4,
,VIS,2021,KD-Box: Line-segment-based KD-tree for Interactive Exploration of Large-scale Time-Series Data,https://doi.org/10.1109/TVCG.2021.3114865,system paper,CONF,,,,"Yue Zhao, Jian Zhang, Chi-Wing Fu, Mingliang Xu, Dominik Moritz, Yunhai Wang",in scope,agnostic,time-series,,no,,unique window,13,7,,,,20,,1,,,,1,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 7,DEMO: https://kd-box.github.io/
,VIS,2021,ChartSeer: Interactive Steering Exploratory Visual Analysis With Machine Intelligence,https://doi.org/10.1109/TVCG.2020.3018724,system paper,CONF,,,,"Jian Zhao, Mingming Fan, and Mi Feng",in scope,agnostic,ml,,no,,unique window,11,1,,,,12,,3,,,,3,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,6%,Fig. 5,
,VIS,2021,FTK: A Simplicial Spacetime Meshing Framework for Robust and Scalable Feature Tracking,https://doi.org/10.1109/TVCG.2021.3073399,system paper,CONF,,,,"Hanqi Guo, David Lenz, Jiayi Xu, Xin Liang, Wenbin He, Iulian R. Grindeanu, Han-Wei Shen, Tom Peterka, Todd Munson, and Ian Foster",in scope,agnostic,feature tracking,,no,,unique window,11,1,,,2,14,,,,,,0,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 19,
,VIS,2021,Visual Analysis of Multi-Parameter Distributions Across Ensembles of 3D Fields,https://doi.org/10.1109/TVCG.2021.3061925,system paper,CONF,,,,"Alexander Kumpf, Josef Stumpfegger, Patrick Fabian Härtl, and Rüdiger Westermann",in scope,,,,no,,unique window,,,,,,0,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,"Fig. 1, 3, 7",
,VIS,2021,GenNI: Human-AI Collaboration for Data-Backed Text Generation,https://doi.org/10.1109/TVCG.2021.3114845,system paper,CONF,,,,"Hendrik Strobelt, Jambay Kinley, Robert Krueger, Johanna Beyer, Hanspeter Pfister, Alexander M. Rush",in scope,agnostic,text/document analysis,,no,,unique window,8,,,,,8,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 6,
,VIS,2021,CLEVis: A Semantic Driven Visual Analytics System for Community Level Events,https://doi.org/10.1109/MCG.2020.2973939,system paper,CONF,,,,"Chao Ma, Ye Zhao, Andrew Curtis, Farah Kamw, Shamal AL-Dohuki, Jing Yang, Suphanut Jamonnak, Ismael Ali",in scope,social media,,,no,,unique window,9,,,,3,12,,2,,,,2,distributed compact,list,customizable,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 2,layout a cornice
,VIS,2021,DimLift: Interactive Hierarchical Data Exploration Through Dimensional Bundling,https://doi.org/10.1109/TVCG.2021.3057519,system paper,CONF,,,,"Laura Garrison, Juliane Müller, Stefanie Schreiber, Steffen Oeltze-Jafra, Helwig Hauser and Stefan Bruckner",in scope,agnostic,high dim. data,,no,,unique window,1,1,,,1,3,,3,,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,"Fig. 4, 6, 8, 9",
,VIS,2021,Many Views Are Not Enough: Designing for Synoptic Insights in Cultural Collections,https://doi.org/10.1109/mcg.2020.2985368,system paper,CONF,,,,"F. Windhager, S. Salisu, R. A. Leite, V. Filipov, S. Miksch, G. Schreder, E. Mayr",in scope,,,,no,,unique window,8,5,,,,13,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,11%,Fig. 3,DEMO: https://polycube-1504526007066.firebaseapp.com/
,VIS,2021,AdViCE: Aggregated Visual Counterfactual Explanations for Machine Learning Model Validation,https://doi.org/10.1109/VIS49827.2021.9623271,system paper,CONF,,,,"Oscar Gomez, Steffen Holter, Jun Yuan and Enrico Bertini",in scope,agnostic,ML,,no,,unique window,9,,,5,,14,,2,,,,2,unified,absent,absent,yes,no,medium,yes,yes,simple,label,slider,data distribution,,click,drag,none,no,,,no,,,50%,Fig. 1,
,VIS,2021,InfoColorizer: Interactive Recommendation of Color Palettes for Infographics,https://doi.org/10.1109/TVCG.2021.3085327,system paper,CONF,,,,"Lin-Ping Yuan, Ziqi Zhou, Jian Zhao, Yiqiu Guo, Fan Du, and Huamin Qu",in scope,agnostic,visualization (color),,no,,unique window,2,,,,,2,,5,,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,Fig. 6,
,VIS,2021,Sibyl: Understanding and Addressing the Usability Challenges of Machine Learning In High-Stakes Decision Making,https://doi.org/10.1109/TVCG.2021.3114864,system paper,CONF,,,,"Alexandra Zytek, Dongyu Liu, Rhema Vaithianathan, and Kalyan Veeramachaneni",in scope,agnostic,ML,,no,,unique window,6,1,,,1,8,,,,,,0,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,"fig. 2,3,4",
,VIS,2021,“Why did my AI agent lose?”: Visual Analytics for Scaling Up After-Action Review,https://doi.org/10.1109/VIS49827.2021.9623268,system paper,CONF,,,,"Delyar Tabatabai, Anita Ruangrotsakun, Jed Irvine, Jonathan Dodge, Zeyad Shureih, Kin-Ho Lam, Margaret Burnett, Alan Fern, and Minsuk Kahng",in scope,agnostic,ML,,no,,unique window,,,,,,0,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2021,VAINE: Visualization and AI for Natural Experiments,https://doi.org/10.1109/VIS49827.2021.9623285,system paper,CONF,,,,"Grace Guo, Maria Glenski, ZhuanYi Shaw, Emily Saldanha, Alex Endert, Svitlana Volkova, Dustin Arendt",in scope,agnostic,visualization,,no,,unique window,1,,,,,1,,2,,,,2,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,0%,Fig. 1,
,VIS,2021,E-ffective: A Visual Analytic System for Exploring the Emotion and Effectiveness of Inspirational Speeches,https://doi.org/10.1109/TVCG.2021.3114789,system paper,CONF,,,,"Kevin Maher, Zeyuan Huang, Jiancheng Song, Xiaoming Deng, Yu-Kun Lai, Cuixia Ma, Hao Wang, Yong-Jin Liu, Hongan Wang",in scope,agnostic,nlp,,no,,unique window,,,,,,0,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2021,GeoSneakPique: Visual Autocompletion for Geospatial Queries,https://doi.org/10.1109/VIS49827.2021.9623324,system paper,CONF,,,,"Vidya Setlur, Sarah Battersby, Tracy Wong",in scope,environmental,,,no,,unique window,,1,,,,1,,,,,2,2,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,Fig. 1,
,VIS,2021,Interactive Dimensionality Reduction for Comparative Analysis,https://doi.org/10.1109/TVCG.2021.3114807,system paper,CONF,,,,"Takanori Fujiwara, Xinhai Wei, Jian Zhao, and Kwan-Liu Ma",in scope,agnostic,high dim. data,,no,,unique window,2,,,,,2,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,Fig. 1,
,VIS,2021,Attribute-based Explanation of Non-Linear Embeddings of High-Dimensional Data,https://doi.org/10.1109/TVCG.2021.3114870,system paper,CONF,,,,"Jan-Tobias Sohns, Michaela Schmitt, Fabian Jirasek, Hans Hasse, and Heike Leitte",in scope,agnostic,high dim. data,,no,,unique window,1,12,,,,13,,1,1,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 10,
,VIS,2021,Integrated Dual Analysis of Quantitative and Qualitative High-Dimensional Data,https://doi.org/10.1109/TVCG.2021.3056424,system paper,CONF,,,,"Juliane Muller, Laura Garrison, Philipp Ulbrich , Stefanie Schreiber, Stefan Bruckner, Helwig Hauser and Steffen Oeltze-Jafra",in scope,agnostic,high dim. data,,no,,unique window,1,1,,,2,4,,3,,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 4,
,VIS,2021,Dynamic 3-D Visualization of Climate Model Development and Results,https://doi.org/10.1109/MCG.2020.3042587,system paper,CONF,,,,"Jeremy Walton, Samantha Adams, Wolfgang Hayek, Piotr Florek, Harold Dyson",in scope,environmental,,,no,,unique window,5,,,,1,6,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,12%,Fig. 3,
TVCG,,2021,Combining Recurrent Neural Networks and Adversarial Training for Human Motion Synthesis and Control,https://doi.org/10.1109/TVCG.2019.2938520,system paper,JOUR,,,,"Zhiyong Wang, Jinxiang Chai, and Shihong Xia",in scope,trajectories,,,no,,unique window,,,,,,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
TVCG,,2021,ImaCytE: Visual Exploration of Cellular Micro-Environments for Imaging Mass Cytometry Data,https://doi.org/10.1109/TVCG.2019.2931299,system paper,JOUR,,,,"Antonios Somarakis, Vincent van Unen, Frits Koning, Boudewijn Lelieveldt and Thomas Hollt",in scope,biology,,,no,,unique window,1,1,,,,2,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
TVCG,,2021,A Visualization Interface to Improve the Transparency of Collected Personal Data on the Internet,https://doi.org/10.1109/TVCG.2020.3028946,system paper,JOUR,,,,"Marija Schufrin, Steven Lamarr Reynolds, Arjan Kuijper and Jorn Kohlhammer",in scope,cibersecurity and privacy,,,no,,multi windows,12,11,,,1,24,,,1,,,1,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 3,
TVCG,,2021,Active Arrangement of Small Objects in 3D Indoor Scenes,https://doi.org/10.1109/TVCG.2019.2949295,system paper,JOUR,,,,"Suiyun Zhang, Zhizhong Han, Yu-Kun Lai, Matthias Zwicker and Hui Zhang",in scope,agnostic,scientific vis.,,no,,unique window,2,,,,,2,,1,,,,1,unified,list,default,no,no,none,no,no,,,,,,,,none,no,,,no,,,30%,Fig. 3,dubbio su feedback nella vis.
TVCG,,2021,Tac-Miner: Visual Tactic Mining for Multiple Table Tennis Matches,https://doi.org/10.1109/TVCG.2021.3074576,system paper,JOUR,,,,"Jiachen Wang, Jiang Wu, Anqi Cao, Zheng Zhou, Hui Zhang, Yingcai Wu",in scope,sport,,,no,,unique window,1,2,,,,3,,4,,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 3,
TVCG,,2021,LADV: Deep Learning Assisted Authoring of Dashboard Visualizations From Images and Sketches,https://doi.org/10.1109/TVCG.2020.2980227,system paper,JOUR,,,,"Ruixian Ma, Honghui Mei , Huihua Guan, Wei Huang, Fan Zhang , Chengye Xin, Wenzhuo Dai, Xiao Wen, and Wei Chen",in scope,agnostic,visualization,,no,,multi windows,9,1,,,,10,,,2,,,2,distributed,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 2,
TVCG,,2021,Visual Analytics for Hypothesis-Driven Exploration in Computational Pathology,https://doi.org/10.1109/TVCG.2020.2990336,system paper,JOUR,,,,"A. Corvò, H. S. Garcia Caballero, M. A. Westenberg, M. A. van Driel, and J. J. van Wijk",in scope,healthcare,,,no,,multi windows,6,,,5,2,13,,4,,,,4,distributed compact,absent,absent,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,click,,none,no,,,no,,,13%,Fig. 4,
TVCG,,2021,SurfRiver: Flattening Stream Surfaces for Comparative Visualization,https://doi.org/10.1109/TVCG.2021.3074585,system paper,JOUR,,,,"Jun Zhang, Jun Tao, Jian-Xun Wang, and Chaoli Wang",in scope,agnostic,visualization,,no,,unique window,3,9,,,,12,,4,1,,,5,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 6,
TVCG,,2021,Geono-Cluster: Interactive Visual Cluster Analysis for Biologists,https://doi.org/10.1109/TVCG.2020.3002166,system paper,JOUR,,,,"Subhajit Das, Bahador Saket, Bum Chul Kwon and Alex Endert",in scope,biology,,,no,,unique window,12,12,,,,24,,4,3,,,7,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
TVCG,,2021,Motion Planning for Convertible Indoor Scene Layout Design,https://doi.org/10.1109/TVCG.2020.3005680,system paper,JOUR,,,,"Guoming Xiong, Qiang Fu , Hongbo Fu, Bin Zhou, Guoliang Luo and Zhigang Deng",in scope,Design,,,no,,multi windows,3,,,,,3,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,22%,Fig. 12,
TVCG,,2021,"PyramidTags: Context-, Time- and Word Order-Aware Tag Maps to Explore Large Document Collections",https://doi.org/10.1109/TVCG.2020.3010095,system paper,JOUR,,,,"Johannes Knittel, Steffen Koch and Thomas Ertl",in scope,agnostic,text/document analysis,,no,,unique window,1,,,,,1,,1,,,,1,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 8,
TVCG,,2021,Sketch-Based Fast and Accurate Querying of Time Series Using Parameter-Sharing LSTM Networks,https://doi.org/10.1109/TVCG.2020.3002950,system paper,JOUR,,,,"Chaoran Fan, Krešimir Matković and Helwig Hauser",in scope,agnostic,time-series,,no,,unique window,,2,,,,2,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 2,
,VIS,2020,Characterizing the Quality of Insight by Interactions: A Case Study,https://doi.org/10.1109/TVCG.2020.2977634,system paper,CONF,,,,"Chen He, Luana Micallef, Liye He, Gopal Peddinti, Tero Aittokallio, and Giulio Jacucci",in scope,agnostic,,,no,,unique window,12,,,,1,13,,2,1,,,3,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,27%,Fig. 1,
,VIS,2020,"VATLD: A Visual Analytics System to Assess, Understand and Improve Traffic Light Detection",https://doi.org/10.1109/TVCG.2020.3030350,system paper,CONF,,,,"Liang Gou, Lincan Zou, Nanxiang Li, Michael Hofmann, Arvind Kumar Shekar, Axel Wendt and Liu Ren",in scope,urban,,,no,,unique window,,,,4,,4,,3,1,,,4,unified,list,default,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,brush,,none,no,,,no,,,15%,Fig. 1,
,VIS,2020,Attention Flows: Analyzing and Comparing Attention Mechanisms in Language Models,https://doi.org/10.1109/TVCG.2020.3028976,system paper,CONF,,,,"Joseph F. DeRose, Jiayao Wang, and Matthew Berger",in scope,agnostic,deep learning,,no,,unique window,,,,,,0,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2020,PlotThread: Creating Expressive Storyline Visualizations using Reinforcement Learning,https://doi.org/10.1109/TVCG.2020.3030467,system paper,CONF,,,,"Tan Tang, Renzhong Li, Xinke Wu, Shuhan Liu, Johannes Knittel, Steffen Koch, Thomas Ertl, Lingyun Yu, Peiran Ren, and Yingcai Wu",in scope,agnostic,visualization,,no,,unique window,5,3,,,,8,,4,2,,,6,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 3,
,VIS,2020,Lyra 2: Designing Interactive Visualizations by Demonstration,https://doi.org/10.1109/TVCG.2020.3030367,system paper,CONF,,,,"Jonathan Zong, Dhiraj Barnwal, Rupayan Neogy, and Arvind Satyanarayan",in scope,agnostic,visualization,,no,,unique window,8,4,,,1,13,,7,3,,,10,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 1,
,VIS,2020,HypoML: Visual Analysis for Hypothesis-based Evaluation of Machine Learning Models,https://doi.org/10.1109/TVCG.2020.3030449,system paper,CONF,,,,"Qianwen Wang, William Alexander, Jack Pegg, Huamin Qu, and Min Chen",in scope,agnostic,ML,,no,,unique window,2,,,,,2,,1,,,,1,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,"Fig. 1, 6",
,VIS,2020,OoDAnalyzer: Interactive Analysis of Out-of-Distribution Samples,https://doi.org/10.1109/TVCG.2020.2973258,system paper,CONF,,,,"Changjian Chen, Jun Yuan, Yafeng Lu , Yang Liu, Hang Su, Songtao Yuan, and Shixia Liu",in scope,agnostic,ml,,no,,unique window,4,1,,,,5,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 3,
,VIS,2020,StructGraphics: Flexible Visualization Design through Data-Agnostic and Reusable Graphical Structures,https://doi.org/10.1109/TVCG.2020.3030476,system paper,CONF,,,,Theophanis Tsandilas,in scope,agnostic,visualization,,no,,multi windows,6,,,,1,7,,,4,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
